"Code","deaths","X2018.people.per.sq..km","Mean_ann_earnings","median_age_2018","pm25_5yAvg","no2_5yAvg","o3_5yAvg","pm10_5yAvg","nox_5yAvg","cases","earnings_5ya.x","pop_dens_5ya","age_5ya.x","earnings_5ya.y","age_5ya.y","earnings_5ya","age_5ya","april_cases","april_deaths","pm25_val","no2_val","o3_val","pm10_val","nox_val"
"E09000009",177,6157,38361,36.7,12.376948,29.540091,1.7895724,18.256389,48.592072,744,34341,6177,35.9,34341,35.9,34341,35.9,994,356,12.205794,26.895145,6.0121158,18.375163,41.924142
"E09000010",181,4130,31556,36.1,11.301083,19.721368,3.3756734,16.475529,29.228234,552,30505,4094,35.6,30505,35.6,30505,35.6,818,349,11.496758,18.305441,9.4751695,17.019536,26.050179
"E09000011",112,6046,41664,34.7,12.41994,28.521953,1.90245743,18.476589,46.075363,467,38331.6,5917,34.3,38331.6,34.3,38331.6,34.3,579,206,12.464265,27.903548,5.8460493,18.956348,44.023153
"E09000012",122,14681,34129,33,13.140414,32.933899,1.37220514,19.900953,55.322724,489,33744.8,14364,32.4,33744.8,32.4,33744.8,32.4,539,200,12.985416,30.656378,4.6241956,20.315177,49.276101
"E09000013",87,11308,52965,34.8,12.889769,32.098306,1.52859605,19.282038,53.793856,388,48961.8,11168,34.3,48961.8,34.3,48961.8,34.3,523,152,12.667052,29.784946,4.8468902,19.379907,47.633169
"E09000014",153,9143,35201,35.4,12.462926,27.278375,2.2622579,18.503461,43.29585,425,33264.4,9095,34.6,33264.4,34.6,33264.4,34.6,418,237,12.52079,25.028102,7.0287493,19.019013,37.87643
"E09000015",197,4957,35683,38,11.282248,21.529002,2.9839331,16.319785,32.673344,654,33158.4,4924,37.4,33158.4,37.4,33158.4,37.4,879,333,11.327975,19.669961,8.7455337,16.65269,28.461204
"E09000016",122,2295,32382,39.2,12.902364,34.529892,1.10084968,19.371801,59.7363,445,32577.2,2258,39.7,32577.2,39.7,32577.2,39.7,620,233,12.560744,32.251637,3.7965764,19.543552,53.499317
"E09000017",143,2635,30167,35.9,11.251489,22.755731,2.8178679,16.388235,34.655861,510,31070,2595,35.5,31070,35.5,31070,35.5,708,278,11.314748,20.74903,8.4135821,16.624721,30.132209
"E09000018",106,4837,32699,36,11.808638,25.316942,2.3873911,17.191737,39.871155,484,32624.6,4795,35.3,32624.6,35.3,32624.6,35.3,655,192,11.831465,23.253959,7.5236798,17.474262,34.904135
"E09000019",77,16097,53343,32.1,13.430027,37.355227,0.80875992,20.342073,66.43306,330,48398,15679,32.1,48398,32.1,48398,32.1,349,130,13.067028,34.868113,2.7934033,20.557191,59.565794
"E09000021",37,4709,41573,37.2,11.257067,21.858956,2.7993733,16.262486,33.187248,297,40027.2,4658,36.6,40027.2,36.6,40027.2,36.6,456,99,11.225347,20.460773,8.7172463,16.439096,29.806605
"E09000022",141,12156,42092,33.1,13.704021,45.006248,0.18187262,20.586006,85.774638,887,36547.4,12034,32.7,36547.4,32.7,36547.4,32.7,1087,249,13.072121,41.973377,0.5308771,20.230542,77.353844
"E09000023",152,8636,35379,35,12.426378,26.584139,2.2952405,18.382954,41.767914,684,33303.8,8511,34.5,33303.8,34.5,33303.8,34.5,868,253,12.526352,24.839974,7.3163007,18.842284,37.444355
"E09000024",102,5480,45195,37.1,12.187732,23.488911,2.5754644,17.732212,36.076129,489,43352.8,5475,36.3,43352.8,36.3,43352.8,36.3,616,175,12.48175,22.24031,8.1505237,18.327209,32.915707
"E09000025",168,9723,28129,31.9,13.234772,29.805793,1.8857272,19.738968,48.366301,744,26142,9494,31.2,26142,31.2,26142,31.2,914,277,13.634467,28.536619,5.7498656,20.70404,44.698918
"E09000026",157,5386,34970,35.5,12.691722,28.495943,2.1606312,19.049323,45.530004,499,34837.2,5330,34.9,34837.2,34.9,34837.2,34.9,655,265,12.791808,27.840925,6.0515572,19.532278,43.25958
"E09000027",64,3430,58327,40.7,11.156723,21.559959,2.8946109,16.112473,32.664473,280,54154.8,3407,40,54154.8,40,54154.8,40,293,129,11.13522,20.059426,8.8443021,16.292118,29.122383
"E09000028",136,10992,37769,33.4,13.644788,44.034353,0.24453929,20.557892,83.187956,950,36855,10815,32.9,36855,32.9,36855,32.9,1130,215,13.082914,41.036425,0.8022228,20.333461,74.84287
"E09000029",74,4665,33941,39.2,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,432,31303.8,4614,38.9,31303.8,38.9,31303.8,38.9,706,145,11.019392,17.291845,10.0274676,16.077207,24.364964
"E09000030",105,16057,45798,31.3,10.3573169,12.727674,4.1232212,14.98763,17.778522,477,41973,15427,30.7,41973,30.7,41973,30.7,540,172,9.8213163,11.5064269,12.694513,14.416563,15.414923
"E09000031",116,7130,32167,34.9,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,526,29851.8,7051,34.3,29851.8,34.3,29851.8,34.3,714,203,9.1237504,8.5217364,13.932249,14.637977,11.082102
"E09000032",112,9528,57605,33.9,12.295616,27.220236,2.1649345,18.246782,43.183613,742,52749.4,9424,33.4,52749.4,33.4,52749.4,33.4,835,190,12.287374,25.708448,6.7472139,18.598633,39.164051
"E09000033",102,11883,77504,36.1,3.24960724,2.1549931,1.412330996,5.53599874,2.73893922,490,67889.2,11418,35.8,67889.2,35.8,67889.2,35.8,523,171,13.078128,41.81171,0.4878654,20.25779,76.844084
